basin_id,area,srftopo,slope_avg,wcap,wava,fveg,lai,p_mean,pet_mean,aridity,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur
4060327900_0,1843.5,596.8853022,0.023085758,385.5685043,202.5493272,0.387673466,1.753276446,2.476358118,9.934266073,4.011643551,0.404910121,18.675,1.258010118,236.475,4.059656652
4060328040_0,2870.4,649.7241135,0.021615691,439.7150345,225.4479237,0.377029534,1.717727851,2.720671163,10.55617333,3.879988687,0.404636828,17.425,1.227915194,230.275,3.894714588
4060333000_0,29420.1,751.27856,0.020526975,423.2331425,218.0788397,0.264280293,1.467363666,1.343810882,4.954199225,3.686678901,0.361122866,20.075,1.343383585,285.775,6.956177724
4060343050_0,14861.7,463.6402406,0.017054027,608.8450285,311.3699589,0.387196476,1.843785665,2.67396639,7.092966806,2.652601331,0.368266816,18.075,1.264912281,238.0,4.126571305
4060343060_0,1901.9,533.4219208,0.021920363,350.4463514,185.3884525,0.393026695,1.72786804,2.909272299,11.69023549,4.0182679,0.38220042,17.45,1.260869565,229.6,3.734851566
4060348020_0,5989.1,168.8908562,0.001619942,609.3052436,308.3020028,0.289055912,1.539761852,1.562838772,4.753653058,3.041678479,0.339260987,21.45,1.300455235,292.575,7.084140436
4060348030_0,11136.9,216.4938099,0.005455996,814.7343378,409.3827103,0.471688694,1.851504333,1.984205295,4.733935731,2.385809443,0.351816444,20.925,1.32278481,269.475,5.640502355
4060361100_0,4237.5,715.3911339,0.023611751,376.0513973,197.8707596,0.382874095,1.780526745,2.610903455,12.12343459,4.64338678,0.404338425,17.0,1.239488117,226.65,3.77278402
4060362090_0,3509.2,741.4605293,0.01955707,432.2722015,224.1035347,0.386232418,1.907306205,3.01289931,11.72389107,3.891232287,0.397705146,15.875,1.253465347,214.65,3.390995261
4060362240_0,3336.3,150.432044,0.002840395,727.3328766,366.3346905,0.342149599,1.755613662,1.770669594,4.652740171,2.627672711,0.331045561,21.3,1.307219662,288.8,6.731934732
4060362250_0,4613.7,163.3773093,0.00567607,816.1156082,410.2447071,0.468980802,1.887353886,2.051425354,5.338343068,2.602260452,0.340232206,21.55,1.304545455,276.75,5.875796178
4060370560_0,4934.0,265.1186044,0.013479952,703.9628075,358.1316395,0.401277002,1.846933272,2.434768407,9.412777055,3.865984554,0.344034738,20.5,1.245426829,260.3,4.948669202
4060370730_0,1705.3,117.4192702,0.00531903,839.0859248,421.265021,0.483996897,1.921824841,2.193443853,4.722799901,2.15314374,0.325728402,21.575,1.30015083,278.0,5.94017094
4060378910_0,19236.6,2741.516255,0.067173226,195.0922546,107.7058558,0.148333004,0.781430255,1.68434534,1.753754044,1.04120812,0.567398335,13.925,1.257918552,222.425,4.486636409
4060389100_0,5330.6,207.9345271,0.006581962,677.6600505,343.0569918,0.328723663,1.74745769,1.460512437,5.001816244,3.424699523,0.331902822,21.1,1.285060976,296.125,7.449685535
4060389280_0,10135.2,166.2177597,0.008729542,764.6674702,386.3205736,0.409991745,1.874020421,2.145343397,5.576725241,2.599455755,0.324470354,21.225,1.312693498,272.775,5.763866878
4060392930_0,4485.2,2330.341512,0.061290049,170.1443876,100.1656488,0.087713938,0.556949029,1.096753237,2.532484071,2.309073715,0.424700256,13.775,1.224944321,258.35,5.546967257
4060393330_0,4407.3,2144.220734,0.05380859,171.7456093,103.0492185,0.078872004,0.505465636,1.047852436,3.018810751,2.880950263,0.39061312,11.725,1.24137931,255.5,5.728699552
4060394210_0,2186.7,2670.879753,0.078487783,164.1177694,100.2381206,0.075460343,0.495919109,1.998071231,1.771854916,0.886782657,0.553190019,10.35,1.218934911,208.7,4.93964497
4060414540_0,6196.6,99.1554543,0.007638155,820.7836218,413.4703202,0.461394358,2.036523425,1.81961685,5.314971232,2.920928784,0.295044715,20.25,1.274015748,290.55,6.897329377
4060414670_0,6606.2,93.05919414,0.004662836,818.6006335,411.5535329,0.4429043,1.951519042,1.85475612,5.042776155,2.718835161,0.301161103,20.85,1.267884323,285.55,6.515687393
4060419030_0,6755.3,1011.755701,0.032674436,587.5053947,294.6721259,0.366487068,2.037596087,1.751390909,8.800455411,5.024837896,0.382405108,20.15,1.251944012,276.125,6.148663697
4060419170_0,3785.3,920.5154896,0.03401924,631.286706,314.3428726,0.399271508,2.134829448,1.707821176,11.56474833,6.771638912,0.340051643,20.95,1.273972603,280.5,6.522093023
4060420910_0,2578.8,814.5735194,0.035124952,668.9262263,337.8701439,0.419297438,2.390164807,1.773137588,9.143476232,5.156664826,0.329773322,20.975,1.263951735,280.975,6.359366157
4060423090_0,15203.3,574.3677648,0.032577272,494.9927174,258.6624584,0.380612359,1.794677962,2.994713789,9.706422782,3.241185457,0.364880828,17.55,1.258992806,232.425,3.964605544
4060435200_0,13617.1,3053.796012,0.039886889,102.3507211,63.76917773,0.050048174,0.337817454,1.284659901,2.085570004,1.623441351,0.615066795,17.75,1.358237548,256.625,5.760381594
4060448840_0,17620.4,1440.938969,0.018538101,247.1987975,130.7580114,0.240703127,0.898298334,1.363260873,3.752362762,2.752490617,0.369481078,20.275,1.275590551,287.95,6.979393939
4060448990_0,20983.1,1307.715784,0.011855978,211.9808113,117.4145784,0.145508906,0.663046844,1.098369622,4.197633663,3.821694972,0.323563384,20.625,1.311111111,304.85,8.752333094
4060458870_0,1188.6,1118.151662,0.00929826,234.9589933,127.3992805,0.233813095,0.703144865,1.529927555,4.080708996,2.667256356,0.310283425,21.45,1.33592535,293.575,7.167887668
4060458880_0,5561.8,1358.797528,0.01812422,233.043927,124.286692,0.219169136,0.890475855,1.555178436,4.082833439,2.625315105,0.345336226,22.175,1.319465082,283.925,6.462720546
4060460860_0,9893.4,437.2961142,0.027639247,748.4879751,383.0326304,0.450957273,2.267139596,1.909756252,5.730591948,3.000692859,0.285735006,20.825,1.308176101,280.1,6.527972028
4060460870_0,6262.5,414.7516022,0.023668564,725.493261,372.3493969,0.413134005,2.513859551,1.767549481,5.266661959,2.979640466,0.282810558,19.9,1.272,285.25,6.60567458
4060479550_0,8737.2,375.458805,0.023876237,660.6968489,337.065436,0.504703534,2.010425506,1.717237497,6.488115572,3.778228453,0.250395172,20.65,1.303317536,280.4,6.84850336
4060479560_0,21008.4,641.0007819,0.028234908,639.1366818,323.9135898,0.442037861,1.986440568,1.77707328,7.629531903,4.29331305,0.315014164,20.575,1.288401254,274.975,6.502069781
4060483160_0,1663.1,10.42192348,0.000376253,751.8676961,382.7047933,0.579251012,2.112892513,1.748699118,5.790244065,3.311172292,0.179388448,21.325,1.344391785,295.7,7.70228013
4060486310_0,11516.9,3334.38985,0.048291629,197.8582524,100.6933548,0.169961198,0.824597012,1.834425892,2.117178216,1.154136684,0.591250431,15.525,1.220472441,226.175,4.860827512
4060486980_0,4780.7,28.33123202,0.000939128,633.8192765,323.7795913,0.744392142,1.660208157,1.658145196,5.912642011,3.565816809,0.126529108,20.625,1.380234506,291.4,7.549222798
4060487460_0,11422.6,512.744332,0.027561961,628.4774517,321.6519435,0.508508603,1.947788215,1.798909387,5.08655712,2.827578285,0.245885143,19.9,1.299019608,274.475,6.667679222
4060488910_0,3617.0,11.37327431,0.000404638,563.4311483,289.2893773,0.697101485,1.515636743,1.657359583,5.84276494,3.525345374,0.165201713,21.15,1.362903226,298.35,7.971943888
4060489140_0,1874.0,8.902340055,0.000235938,450.2661285,232.6399155,0.691354856,1.324293856,1.677852547,5.437007788,3.24045626,0.161414065,20.95,1.365415987,297.8,7.842001317
4060491290_0,3000.1,183.7474545,0.0133649,693.8111313,354.9418312,0.611979878,1.979434713,1.652563805,5.511651641,3.335212609,0.190319515,21.1,1.333860759,294.325,7.762532982
4060493260_0,2341.2,89.86186848,0.005966021,681.5415382,348.2415682,0.707115699,1.817193251,1.64417748,5.53598557,3.367024326,0.177986636,20.6,1.333873582,295.9,7.922356091
4060497290_0,1026.3,91.52661133,0.006254286,670.8583984,342.4844894,0.693763247,1.79884325,1.674591485,5.135269931,3.066580702,0.178390462,20.175,1.355218855,297.425,8.154215216
4060506690_0,8693.0,1243.19954,0.010103188,171.7901947,99.90822538,0.095950348,0.548758685,1.354903382,4.270722152,3.152049223,0.298813534,20.375,1.338815789,295.025,7.627020039
4060506700_0,21196.9,1304.223652,0.020607062,300.4654209,159.1172279,0.212970123,1.008525336,1.576072016,4.247924682,2.69526052,0.311551675,21.15,1.368336026,279.575,6.374572406
4060511660_0,5069.0,1200.976846,0.009553205,171.7032739,100.2007485,0.110443757,0.55148862,1.41586507,4.195577785,2.963261029,0.284331831,20.925,1.350565428,296.175,7.681582361
4060511750_0,1162.9,1111.860591,0.017571604,223.5465762,122.1629966,0.225940266,0.785947878,1.581178121,4.371654338,2.764808266,0.261356058,21.65,1.407467532,293.975,7.266378245
4060516600_0,3515.2,1266.432098,0.006241476,170.8470459,100.191555,0.077706213,0.547533289,1.23876494,4.284220122,3.45846091,0.27214254,21.525,1.348982786,302.35,8.220258328
4060516800_0,2748.2,1346.66444,0.010946061,173.8051169,99.97185135,0.133117711,0.556101869,1.492399873,4.111590974,2.755019649,0.267414577,21.575,1.335394127,288.85,6.884386174
4060517720_0,4672.4,1333.644947,0.004412069,170.3308721,99.59465289,0.059265229,0.561832479,1.127458556,4.314624047,3.826858224,0.286266063,20.75,1.330658106,306.05,8.656294201
4060517870_0,9403.1,1369.257331,0.007492212,172.968701,99.58912659,0.104557816,0.553745986,1.280479992,4.304902769,3.361944579,0.274302774,21.675,1.339506173,295.725,7.504441624
4060519260_0,12768.3,1298.325454,0.005615501,170.6980112,99.85266195,0.075171313,0.552156814,1.181976526,4.268193258,3.61106432,0.298750918,20.425,1.322528363,302.65,8.347586207
4060519310_0,2243.8,1183.045359,0.007669326,170.963342,100.2619807,0.122486166,0.546882146,1.364314369,4.199323057,3.077973194,0.258823529,21.475,1.376,299.95,7.88173456
4060529540_0,9877.1,1374.106793,0.031412929,492.9657941,252.2670676,0.335836851,1.67415141,1.796194891,4.323550388,2.407060842,0.308618959,20.975,1.4,267.9,5.872258772
4060529780_0,4310.2,1110.306033,0.023119831,526.5787704,270.317734,0.357518356,1.778519225,1.539331941,4.873197153,3.165787069,0.25682148,21.125,1.381342062,278.7,6.452229299
4060533700_0,3913.0,1173.72226,0.012617185,174.7008972,99.2718401,0.242092872,0.578857558,1.53274051,4.497853733,2.934517423,0.247787611,21.575,1.375796178,290.175,7.110906863
4060533710_0,2427.5,1076.235947,0.011737375,175.2646141,99.52170563,0.28381227,0.572202585,1.524346586,4.645688706,3.047659075,0.248259001,21.85,1.404494382,295.425,7.539885131
4060534180_0,14473.6,1760.92298,0.019915379,172.7225266,99.34711319,0.124660632,0.612424892,1.352277839,3.670740019,2.71448656,0.277212436,19.825,1.343485618,282.05,6.171225383
4060536060_0,1490.1,1146.555448,0.023129182,485.6706619,251.3879,0.371500571,1.878527398,1.497679508,5.556154886,3.709842364,0.226781542,21.275,1.366559486,285.875,6.715628672
4060537000_0,6608.7,1117.729276,0.018673194,246.8701177,132.879328,0.289481128,0.869930005,1.607066363,4.465130549,2.778435696,0.252159396,21.55,1.405537459,287.15,6.829863177
4060537130_0,4147.2,1228.957215,0.026729134,354.4100912,183.9804288,0.320340302,1.285020569,1.796450131,6.819000749,3.795819673,0.278698011,20.475,1.392190153,272.4,5.990649065
4060547230_0,4041.7,1240.538874,0.029637177,458.6269531,235.4811363,0.389317008,1.649428568,1.933073895,5.22218239,2.701491341,0.269667801,20.15,1.430851064,266.925,5.823786143
4060547240_0,3675.7,1078.512283,0.021643971,508.8988478,261.7523804,0.437454994,1.7460795,1.647529974,4.535595496,2.752966906,0.230080185,20.3,1.38869863,275.875,6.296803653
4060548260_0,2875.8,1078.657426,0.013210579,175.1796494,98.46329098,0.279401662,0.606596509,1.607025331,4.55237183,2.832794072,0.233058945,21.85,1.427406199,290.425,7.060790274
4060548370_0,2382.4,1049.372851,0.0204913,234.1090641,126.5094461,0.264370595,0.929723414,1.602748524,4.766674904,2.974062888,0.229795022,21.25,1.432659933,284.95,6.61404527
4060557350_0,2588.2,1564.757828,0.020726801,172.8696709,99.83509398,0.12754175,0.537146624,1.393598408,3.905949997,2.80278018,0.275773949,20.1,1.330578512,291.5,7.018663456
4060557630_0,2049.2,1614.074753,0.017318189,171.7746944,99.58869076,0.108296293,0.558160178,1.410656074,3.750861816,2.658948474,0.28049576,20.275,1.344370861,288.625,6.660703982
4060564070_0,10681.3,1949.682377,0.022504244,170.1940208,96.49834245,0.186206446,0.666168348,1.495512071,3.428538422,2.292551487,0.292109837,19.925,1.295454545,271.35,5.38560794
4060571560_0,13014.2,3149.745107,0.042180684,213.3248559,107.6981482,0.195138155,0.914708451,2.162094851,2.15578945,0.997083661,0.549248172,11.075,1.097014925,201.625,4.259904913
4060571960_0,15564.8,3057.38563,0.051576915,229.2237868,114.7645098,0.203278256,0.969344999,1.927678901,3.033310346,1.573555816,0.441820316,14.55,1.169014085,217.05,4.518479958
4060577480_0,9620.4,164.6108643,0.010749593,712.721583,363.610114,0.613383066,1.910148399,2.002830564,4.864582909,2.428853941,0.128874269,20.575,1.354200988,282.8,6.615204678
4060578830_0,1244.3,2122.231674,0.037320083,195.331377,105.7226496,0.210963067,0.833844067,1.402523347,3.400784606,2.424761494,0.27804775,20.7,1.2921875,270.375,5.565105507
4060578950_0,1909.6,3137.992584,0.028159806,168.0548795,83.34799321,0.150749902,0.783144719,1.267356036,3.206753358,2.530270317,0.371244935,21.425,1.295007564,274.275,6.669908815
4060579160_0,5088.3,90.26052401,0.003088488,713.8894925,364.0382273,0.738371522,1.814151439,1.817406274,5.88060414,3.235712468,0.085392763,21.625,1.391304348,289.875,7.648416887
4060579340_0,1173.2,3145.542816,0.028044394,174.2345657,85.96173573,0.159187556,0.801321624,1.250385745,2.999286324,2.398688834,0.335719298,21.825,1.274853801,279.4,6.716947115
4060579370_0,7972.5,186.1390157,0.00634224,692.3780609,353.3350937,0.690609698,1.813456816,1.973017157,5.643932603,2.860559313,0.076704545,21.325,1.36977492,282.55,7.175873016
4060582960_0,3070.9,1392.151268,0.01427472,239.0360599,129.5413659,0.208029182,1.082222173,1.739509956,4.211087082,2.420846783,0.246921628,21.075,1.367909238,279.4,6.38206739
4060583100_0,5961.4,1491.307274,0.016254081,183.3164635,102.2412307,0.168354153,0.804318081,1.68084815,4.105666501,2.44261595,0.252218088,20.95,1.366449511,279.7,6.35625
4060585650_0,25428.8,2957.398583,0.044706731,215.9924674,107.7826902,0.219790746,1.03673625,2.367225255,2.695637181,1.138732858,0.425718795,13.1,1.141921397,195.35,3.57410796
4060588530_0,8950.7,3241.228816,0.047977142,201.99356,99.42377369,0.188362585,0.946421052,1.632015896,3.014000026,1.846795753,0.401176878,16.725,1.210144928,238.125,4.996852046
4060588650_0,4955.1,3450.122757,0.049115907,217.1846075,105.8511982,0.211194508,1.041977763,2.560891974,2.261027909,0.882906398,0.510716515,12.75,1.136160714,199.375,4.087134803
4060589340_0,4992.4,2605.738888,0.058657463,233.5590682,119.4800093,0.204497832,0.998565864,1.983878863,2.996468831,1.510409172,0.372399445,16.8,1.22,223.5,4.200657895
4060589470_0,2906.6,3335.309013,0.033240659,192.6092553,93.65875125,0.187953862,0.913824739,1.730770004,2.995915004,1.73097234,0.444801117,18.125,1.190789474,242.85,5.22031166
4060589480_0,7198.9,2979.489215,0.050520294,233.999707,116.2815,0.221725057,1.073621971,2.531085138,2.708780155,1.070205073,0.449240331,12.375,1.143518519,191.15,3.828242364
4060594950_0,11213.6,1009.317431,0.026468538,401.6937091,209.5935438,0.363989206,1.712941117,1.852743005,4.627934419,2.497882548,0.190626344,21.1,1.40266223,267.925,5.942872989
4060595190_0,2052.5,791.5032463,0.026754853,435.1077404,225.4472375,0.418436131,1.898630699,1.847924956,4.421861173,2.39287919,0.167805233,20.925,1.361563518,270.575,5.866124661
4060598330_0,3994.5,3923.854579,0.041849915,183.6598412,89.67539104,0.16260063,0.793749388,1.908021919,2.133277269,1.118057003,0.615009613,15.0,1.151923077,230.375,5.197969543
4060603550_0,6539.8,4223.55993,0.047890482,193.5670811,97.24761343,0.163648419,0.831883439,1.85486505,1.835872598,0.989760737,0.636039495,13.95,1.116232465,228.65,4.671603677
4060603560_0,25936.7,3950.447853,0.041741638,206.6274352,101.2465016,0.199259267,0.981498669,2.226864841,2.44176341,1.096502745,0.544931112,12.825,1.142857143,213.425,4.415933782
4060603570_0,28483.5,1117.28351,0.01992696,379.165683,198.9998456,0.316039413,1.523553514,1.798111383,4.488898529,2.496451872,0.222855109,20.675,1.43902439,269.725,6.059550562
4060603740_0,3114.9,755.7803472,0.024076754,442.1887499,228.6063824,0.420657476,1.790147821,1.765445957,4.477792667,2.53635216,0.143995942,21.8,1.40483871,279.35,6.530683811
4060606020_0,5757.2,1292.120875,0.017804819,351.3852495,184.2407163,0.325930516,1.687126583,1.877763129,4.537131557,2.416242756,0.20874552,21.25,1.373786408,271.425,5.820911528
4060606120_0,14418.8,1516.154381,0.021037486,223.6616016,121.4496882,0.276081338,1.270823461,1.955354879,3.942550459,2.016283848,0.249982519,20.45,1.341543514,260.025,5.298013245
4060611660_0,4221.8,1279.378033,0.025611002,344.6665092,185.2982666,0.41287491,2.064948867,2.039828017,5.796121589,2.841475626,0.178646638,20.725,1.361842105,261.175,5.345957011
4060615290_0,13279.2,72.61438723,0.002836188,722.9887973,368.6834635,0.690589043,1.814406622,2.10310298,5.411322453,2.5730183,0.086661313,20.975,1.401337793,283.45,6.985828712
4060615410_0,14949.7,911.3894835,0.023741771,512.5854921,264.7129805,0.390412072,1.910928511,2.018503528,4.349052419,2.154592429,0.183782627,19.95,1.403169014,259.25,5.738793581
4060615420_0,8138.0,48.54554114,0.000523258,725.6784668,370.2047865,0.720845882,1.828396209,2.191269643,5.550806138,2.533146095,0.069376933,21.6,1.389694042,282.8,6.901769372
4060620090_0,13168.8,633.0072645,0.025839886,526.5707262,270.7078066,0.491526601,1.89272696,2.159452847,4.476441029,2.072951505,0.13296968,20.425,1.406896552,259.3,5.582346609
4060620160_0,18910.6,730.0570844,0.031755863,558.5507908,285.3010931,0.495825013,1.98748477,2.371718468,4.399480756,1.854975966,0.124523507,19.85,1.431407942,247.075,5.160835509
4060621070_0,5647.3,4558.609064,0.021109689,203.5316025,98.62251682,0.186572758,0.869725604,1.863885749,1.665164227,0.893383206,0.684203306,12.475,1.171764706,218.05,4.198844487
4060625230_0,10713.7,1855.565927,0.026367392,209.7443481,112.6716288,0.281895017,1.201237815,1.980019189,3.41770423,1.726096519,0.279335049,19.325,1.287145242,250.375,4.484549933
4060625490_0,12643.3,2162.014816,0.034314677,206.418044,108.8918878,0.261257311,1.176307313,2.100087778,3.128116152,1.489516859,0.312469909,17.2,1.247272727,229.775,3.775677896
4060625500_0,27259.2,1188.071555,0.016858223,370.9982615,195.4884933,0.343802341,1.554955477,1.823267971,4.663379064,2.557703606,0.21446243,20.825,1.405405405,264.6,5.75734494
4060625570_0,34612.5,4711.042665,0.023017317,180.3002372,88.79722063,0.15515046,0.752429837,1.674691144,2.364186837,1.411715137,0.664951636,10.575,1.209169054,222.8,5.197084548
4060625630_0,4921.8,706.3004646,0.022354321,544.6804423,279.9003406,0.590495145,1.970351665,2.073684499,4.771456164,2.300955698,0.08462303,21.15,1.371753247,264.175,5.595868644
4060627250_0,7777.0,638.6827583,0.022361898,453.8044052,235.0312406,0.494761266,1.830920536,1.704970832,4.744853862,2.7829531,0.106613455,21.8,1.40257649,283.375,6.807807808
4060628280_0,6376.1,4478.69848,0.019120975,201.6386099,98.78574142,0.17910973,0.859529023,1.957362516,1.724017893,0.8807862,0.668403373,13.15,1.164444444,217.525,4.148783977
4060629590_0,4547.9,918.1426086,0.018812501,479.0017776,247.786129,0.518455708,1.982500279,1.947080689,4.575257882,2.349803944,0.132669151,20.85,1.345718901,266.1,5.621764395
4060631880_0,6440.6,1029.859514,0.02027601,431.5008524,224.3098736,0.488460731,1.965700107,1.984082392,4.334389361,2.184581336,0.145076243,20.45,1.348184818,262.7,5.506813417
4060631960_0,28426.8,1267.022569,0.037873961,462.9072642,241.2903242,0.467474504,1.947289413,2.791186051,5.188487136,1.858882583,0.165874819,17.925,1.36121673,219.45,4.12841016
4060638740_0,1627.7,9.704442367,0.000598707,719.7869091,367.2915049,0.723117157,1.975455035,2.746422383,5.007373622,1.823235076,0.065552134,21.6,1.396440129,269.55,5.924175824
4060638900_0,2666.8,6.708844393,0.000402479,720.4363022,367.4919567,0.715395883,2.027307449,2.84903225,4.975054972,1.746226274,0.061946903,21.775,1.3964687,266.425,5.668617021
4060641680_0,5943.4,106.562285,0.006417514,721.9116244,369.1334372,0.586009915,1.964579968,2.323686869,4.82584548,2.076805418,0.108761547,21.775,1.375,274.2,6.172200338
4060641860_0,12497.9,163.7068764,0.009977928,713.1024302,364.4577479,0.561608411,1.976470506,2.309246398,4.813190617,2.084312277,0.118994454,21.925,1.386075949,273.6,6.200566572
4060642010_0,13562.5,66.85241137,0.004056214,718.4366946,366.7947319,0.618967008,1.872005532,2.460923154,5.012456221,2.036819481,0.07591623,22.275,1.401574803,274.5,6.361529548
4060642530_0,19205.6,4906.427262,0.01926813,139.5132276,69.13199183,0.111969064,0.578705667,1.558124297,2.434476016,1.562440186,0.701366477,12.05,1.190594059,235.025,6.238885202
4060642770_0,31017.5,4904.493882,0.023766018,181.0297109,88.91859088,0.158207068,0.752080551,1.772760156,2.291388386,1.292554088,0.689692982,10.625,1.214899713,218.15,5.583493282
4060646320_0,7670.4,3539.51554,0.026352521,248.0408037,121.4156195,0.248342078,1.187064475,2.530456393,2.60833984,1.030778419,0.475588821,11.375,1.135,192.4,3.547717842
4060646500_0,2627.3,3525.513438,0.012582465,270.1856855,132.8369719,0.254584849,1.196906779,2.409213331,2.638098491,1.095004106,0.461978234,14.45,1.160320641,211.4,3.908922792
4060654030_0,5256.8,410.4009327,0.023640842,658.1925943,334.4270881,0.569062372,1.915809221,2.309566277,4.711062412,2.039803949,0.080511825,21.375,1.416252073,263.275,5.959818902
4060654220_0,3575.0,335.4219352,0.020743416,650.7165816,330.8847194,0.573156886,1.937154147,2.523826186,4.742355154,1.879033976,0.064537111,21.6,1.4359401,263.075,6.023468804
4060656140_0,6942.4,137.5290311,0.005951963,712.1086971,363.4618658,0.731372955,1.889977926,2.302075748,5.385369178,2.339353595,0.056636781,21.9,1.420454545,272.775,6.549219688
4060656150_0,6078.6,118.3005706,0.004444223,714.5666021,364.6182576,0.746642941,1.873170527,2.170779482,5.535813803,2.550150233,0.061276658,22.25,1.408874802,277.6,6.78313989
4060656290_0,3883.3,106.4607532,0.004849591,696.9674988,356.5986154,0.710669493,2.063739394,2.521539885,5.180284901,2.05441323,0.048343451,21.575,1.463497453,269.05,6.271561772
4060660740_0,40704.3,4159.666598,0.035810302,208.414286,102.6925101,0.196714592,0.976916896,2.360913988,1.921851617,0.814028646,0.607421608,7.925,1.116607774,195.225,4.124669836
4060660750_0,5492.0,3735.643225,0.038154733,239.7083557,117.7485855,0.245730181,1.200012896,2.74872183,2.427906443,0.883285612,0.495235484,9.65,1.066666667,186.05,3.4868791
4060667920_0,9853.7,25.85802041,0.001165128,726.480983,370.4805195,0.652978138,1.975054664,2.823416493,4.987682932,1.766541686,0.053968024,21.525,1.419141914,263.6,5.91694725
4060668010_0,6108.1,47.11044817,0.004140771,764.2540909,387.7348644,0.548546493,2.002545584,3.157042484,4.633172102,1.467567233,0.038533699,20.875,1.378512397,250.675,5.233298539
4060670370_0,13146.2,34.39145309,0.001031819,726.4660599,370.5393629,0.682488411,1.969473311,2.63761942,5.166137794,1.958636548,0.053443406,21.775,1.431630972,266.15,5.934225195
4060670500_0,3124.5,31.47922873,0.001931635,747.4723167,380.2235584,0.600493179,1.931058755,3.042427269,4.818870456,1.583890108,0.04115887,20.625,1.380234506,258.7,5.504255319
4060670890_0,3898.3,1322.201334,0.055131232,531.6850977,275.7843075,0.442430563,1.976805739,3.785852185,5.270677477,1.392203715,0.18054211,15.05,1.431980907,182.4,3.093723494
4060671040_0,4612.8,1208.816315,0.055220059,447.9880524,237.6711807,0.40781441,2.169091384,3.873640106,3.466310733,0.89484584,0.087172414,14.575,1.493573265,175.85,3.045474231
4060675920_0,15266.6,43.38308305,0.000662888,726.4514738,370.5395779,0.735275913,1.995310637,2.384064181,5.424600909,2.275358588,0.055202312,22.075,1.448275862,269.05,6.31202346
4060676030_0,16629.1,51.14863341,0.002641963,729.1987085,371.5585426,0.669003671,2.009359745,2.901285304,4.91066155,1.692581403,0.038423011,21.1,1.454231434,248.9,5.381621622
4060676710_0,6330.7,44.53601658,0.000295494,728.7379396,371.7245089,0.790922359,2.070597581,2.651004747,5.288725042,1.994988899,0.044561327,21.275,1.45626072,268.35,6.133714286
4060676890_0,4068.0,43.24536716,0.000415354,727.0390494,370.9903964,0.773801294,2.165100354,2.777731802,5.198133913,1.871359182,0.039956092,21.375,1.473229706,265.525,5.943480694
